Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
31500,Barefoot Wh Znfdl Cal,$6 ,750mL,750,2,$3 ,3252,E & J GALLO WINERY         
31524,Rosemount Pnt Nr Ausl,$9 ,750mL,750,2,$6 ,4425,MARTIGNETTI COMPANIES
31541,Morgan Winery Highland Chard,$21 ,750mL,750,2,$13 ,10754,PERFECTA WINES             
31542,Morgan Winery Twelve Clones,$24 ,750mL,750,2,$16 ,10754,PERFECTA WINES             
31618,Chartron La Fleur Brdx Whit,$10 ,750mL,750,2,$7 ,9552,M S WALKER INC             
31621,Novellum Chardonnay RSV VDP,$10 ,750mL,750,2,$7 ,9552,M S WALKER INC             
31796,Gekkeikan Sake Haiku Prm Sel,$11 ,750mL,750,2,$7 ,8320,SHAW ROSS INT L IMP LTD    
31866,F Coppola Diamond Merlot,$14 ,750mL,750,2,$9 ,2000,SOUTHERN WINE & SPIRITS NE 
31873,Peter Vella Cab Svgn Cal B/B,$16 ,5000mL,5000,2,$10 ,3252,E & J GALLO WINERY         
31909,Catena Lunlunta Malbec Argn,$20 ,750mL,750,2,$13 ,9552,M S WALKER INC             
31915,F Coppola Diamond Chard,$13 ,750mL,750,2,$8 ,2000,SOUTHERN WINE & SPIRITS NE 
31971,Trinchero Main St Cab Svgn,$9 ,750mL,750,2,$6 ,8892,TRINCHERO FAMILY ESTATES   
32054,Greg Norman Lmstn Cab/Merlot,$12 ,750mL,750,2,$7 ,9819,TREASURY WINE ESTATES      
32084,Heidsieck Brut Monopole Epe,$28 ,750mL,750,2,$19 ,1601,VRANKEN AMERICA            
32108,Erath Pnt Nr Oregon,$15 ,750mL,750,2,$10 ,8673,STE MICHELLE WINE ESTATES  
32138,Bonterra Merlot Organic Mndc,$14 ,750mL,750,2,$9 ,9165,ULTRA BEVERAGE COMPANY LLP 
32263,Lindemans Bin 65 Chard,$10 ,1500mL,1500,2,$7 ,4425,MARTIGNETTI COMPANIES
32367,Cavit Pinot Noir Delle Vene,$7 ,750mL,750,2,$4 ,6785,PALM BAY INTERNATIONAL INC 
32368,Cavit Pinot Noir Delle Vene,$10 ,1500mL,1500,2,$6 ,6785,PALM BAY INTERNATIONAL INC 
32479,Danzante Del Vnzi Pnt Grigio,$10 ,750mL,750,2,$7 ,9165,ULTRA BEVERAGE COMPANY LLP 
32508,C Krug Merlot Napa,$16 ,750mL,750,2,$11 ,2000,SOUTHERN WINE & SPIRITS NE 
32546,Artesa Carneros Pnt Nr,$22 ,750mL,750,2,$13 ,9165,ULTRA BEVERAGE COMPANY LLP 
32592,Mionetto Frizzante Prosecco,$17 ,750mL,750,2,$12 ,9552,M S WALKER INC             
32604,Kendall Jackson Vt RSV Syrah,$12 ,750mL,750,2,$7 ,10000,MAJESTIC FINE WINES        
32648,Beringer Classic Wh Znfdl,$8 ,1500mL,1500,2,$5 ,9819,TREASURY WINE ESTATES      
32649,Beringer Classic Wh Merlot,$8 ,1500mL,1500,2,$5 ,9819,TREASURY WINE ESTATES      
32650,Beringer Fndrs Est Pnt Nr,$9 ,750mL,750,2,$6 ,9819,TREASURY WINE ESTATES      
32652,Beringer Classic Wh Merlot,$6 ,750mL,750,2,$4 ,9819,TREASURY WINE ESTATES      
32670,Columbia Crest Vns Merlot/Ca,$7 ,750mL,750,2,$5 ,8673,STE MICHELLE WINE ESTATES  
32675,Blackstone Cab Svgn Cal,$8 ,750mL,750,2,$5 ,1392,CONSTELLATION BRANDS INC   
32749,Brancott Svgn Bl Marlboro,$10 ,750mL,750,2,$5 ,17035,PERNOD RICARD USA          
32796,Warre's Otima 10-Yr Tawny,$20 ,500mL,500,2,$13 ,1587,VINEYARD BRANDS INC        
32803,Truchard Carneros Chard,$28 ,750mL,750,2,$18 ,10754,PERFECTA WINES             
32807,Flag Hill De Chaunac Red NH,$13 ,750mL,750,2,$8 ,17031,FLAG HILL WINERY & VINEYARD
32809,Flag Hill Marechal Foch NH,$13 ,750mL,750,2,$9 ,17031,FLAG HILL WINERY & VINEYARD
32826,Rombauer Carneros Chard,$35 ,750mL,750,2,$22 ,4425,MARTIGNETTI COMPANIES
32831,Carpineto Dogajolo Tuscan Rd,$12 ,750mL,750,2,$7 ,9165,ULTRA BEVERAGE COMPANY LLP 
32835,Mionetto Prosecco Superiore,$20 ,750mL,750,2,$12 ,9552,M S WALKER INC             
32906,Sterling Vintners Cab Svgn C,$10 ,750mL,750,2,$6 ,1590,DIAGEO CHATEAU ESTATE WINES
32907,Sterling Vintners Cltn Chard,$8 ,750mL,750,2,$5 ,1590,DIAGEO CHATEAU ESTATE WINES
32908,Sterling Vintners Cltn Merlo,$10 ,750mL,750,2,$7 ,1590,DIAGEO CHATEAU ESTATE WINES
32915,Kim Crawford Svgn Bl Marlbro,$15 ,750mL,750,2,$10 ,1392,CONSTELLATION BRANDS INC   
32924,Silverado Cab Svgn Napa,$45 ,750mL,750,2,$28 ,4425,MARTIGNETTI COMPANIES
32968,Alice White Chard Ausl,$10 ,1500mL,1500,2,$7 ,1392,CONSTELLATION BRANDS INC   
32969,Alice White Shiraz Ausl,$10 ,1500mL,1500,2,$7 ,1392,CONSTELLATION BRANDS INC   
32988,Barefoot Cab Svgn Cal,$6 ,750mL,750,2,$3 ,3252,E & J GALLO WINERY         
32989,Barefoot Cab Svgn Cal,$9 ,1500mL,1500,2,$6 ,3252,E & J GALLO WINERY         
33032,Rombauer El Dorado Znfdl,$30 ,750mL,750,2,$19 ,4425,MARTIGNETTI COMPANIES
33037,Beringer Fndrs Est Cab Svgn,$16 ,1500mL,1500,2,$11 ,9819,TREASURY WINE ESTATES      
33038,Beringer Fndrs Est Chard,$16 ,1500mL,1500,2,$11 ,9819,TREASURY WINE ESTATES      
33039,Beringer Fndrs Est Merlot,$17 ,1500mL,1500,2,$10 ,9819,TREASURY WINE ESTATES      
33075,Forest Glen Chard,$15 ,1500mL,1500,2,$10 ,4425,MARTIGNETTI COMPANIES
33143,Our Daily Red,$10 ,750mL,750,2,$6 ,7153,PINE STATE TRADING CO      
33148,Alamos Ridge Chard Mendoza,$10 ,750mL,750,2,$5 ,3252,E & J GALLO WINERY         
33149,Alamos Ridge Malbec Mendoza,$9 ,750mL,750,2,$5 ,3252,E & J GALLO WINERY         
33261,Churchills Finest Port,$19 ,750mL,750,2,$11 ,9744,FREDERICK WILDMAN & SONS   
33278,Villa Cornaro Pnt Grigio LTD,$9 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
33348,Greg Norman Limestone Shiraz,$12 ,750mL,750,2,$7 ,9819,TREASURY WINE ESTATES      
33370,Whitehall Lane Cab Svgn Napa,$37 ,750mL,750,2,$23 ,4425,MARTIGNETTI COMPANIES
33446,Takara Sake Sho Chiku Bai G,$6 ,300mL,300,2,$4 ,8920,TAKARA SAKE USA INC        
33574,Morgan Winery Syrah G-17 Mon,$20 ,750mL,750,2,$12 ,10754,PERFECTA WINES             
33578,Tommasi Pinot Grigio Le Ros,$15 ,750mL,750,2,$10 ,4425,MARTIGNETTI COMPANIES
33579,Tommasi Valpo Clsc Supr Rafl,$16 ,750mL,750,2,$11 ,4425,MARTIGNETTI COMPANIES
33581,Masi Modello Delle Venezie,$11 ,750mL,750,2,$7 ,9165,ULTRA BEVERAGE COMPANY LLP 
33582,Villa Cornaro Prosecco Del,$10 ,750mL,750,2,$6 ,4425,MARTIGNETTI COMPANIES
33682,R Mondavi Pvt Slctn Cab Sv,$18 ,1500mL,1500,2,$11 ,1392,CONSTELLATION BRANDS INC   
33683,R Mondavi Privt Slct Chard,$18 ,1500mL,1500,2,$10 ,1392,CONSTELLATION BRANDS INC   
33731,Hopler Gruner Veltliner,$13 ,750mL,750,2,$7 ,10754,PERFECTA WINES             
33819,Sokol Blosser Evolution Whit,$16 ,750mL,750,2,$11 ,4425,MARTIGNETTI COMPANIES
33873,Bella Sera Pnt Grigio Del,$6 ,750mL,750,2,$4 ,3252,E & J GALLO WINERY         
33874,Bella Sera Pinot Grigio Del,$12 ,1500mL,1500,2,$7 ,3252,E & J GALLO WINERY         
33965,Castellare Chianti Clsc,$22 ,750mL,750,2,$14 ,2000,SOUTHERN WINE & SPIRITS NE 
33971,Zenato Valpolicella Clsc Ri,$29 ,750mL,750,2,$19 ,2000,SOUTHERN WINE & SPIRITS NE 
33988,Cavit Chardonnay Trentino,$10 ,1500mL,1500,2,$6 ,6785,PALM BAY INTERNATIONAL INC 
34133,Turning Leaf RSV Cab Svgn,$10 ,1500mL,1500,2,$6 ,3252,E & J GALLO WINERY         
34134,Turning Leaf RSV Chard Cal,$10 ,1500mL,1500,2,$6 ,3252,E & J GALLO WINERY         
34137,Fat Bastard Chard,$11 ,750mL,750,2,$7 ,7153,PINE STATE TRADING CO      
34175,Lindemans Bin 50 Shiraz,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
34388,Kesselstatt Rsl RK QbA Mosel,$17 ,750mL,750,2,$10 ,10754,PERFECTA WINES             
34393,Valckenberg Gewurz Pfalz,$14 ,750mL,750,2,$8 ,10754,PERFECTA WINES             
34427,Frei Bros RSV Cab Svgn Alex,$22 ,750mL,750,2,$14 ,3252,E & J GALLO WINERY         
34428,Frei Bros RSV Chard RRV,$16 ,750mL,750,2,$10 ,3252,E & J GALLO WINERY         
34429,Frei Bros RSV Mendcno Merlot,$17 ,750mL,750,2,$12 ,3252,E & J GALLO WINERY         
34430,Frei Bros RSV Pnt Nr RRV,$22 ,750mL,750,2,$15 ,3252,E & J GALLO WINERY         
34431,Beaulieu Cab Svgn Napa,$18 ,750mL,750,2,$10 ,1590,DIAGEO CHATEAU ESTATE WINES
34439,Toad Hollow Mendocino Chard,$16 ,750mL,750,2,$8 ,9552,M S WALKER INC             
34460,Dr Loosen Rsl 'Dr L' M,$11 ,750mL,750,2,$7 ,4425,MARTIGNETTI COMPANIES
34532,Dom Fontsainte Corbieres Gr,$14 ,750mL,750,2,$9 ,4425,MARTIGNETTI COMPANIES
34580,Luce Della Vite Lucente Tosc,$29 ,750mL,750,2,$19 ,9165,ULTRA BEVERAGE COMPANY LLP 
34752,Frogs Leap Svgn Bl Napa,$22 ,750mL,750,2,$15 ,4425,MARTIGNETTI COMPANIES
34763,Mas Donis Montsant Old Vines,$12 ,750mL,750,2,$8 ,9552,M S WALKER INC             
34825,J Vineyards Pnt Gris,$20 ,750mL,750,2,$10 ,3252,E & J GALLO WINERY         
34850,Bargetto Chaucer's Hney Mead,$14 ,750mL,750,2,$9 ,7153,PINE STATE TRADING CO      
34870,Arca Nova Vinho Verde,$9 ,750mL,750,2,$6 ,10754,PERFECTA WINES             
34903,Smoking Loon Cab Svgn,$7 ,750mL,750,2,$5 ,9552,M S WALKER INC             
34904,Smoking Loon Chard,$7 ,750mL,750,2,$5 ,9552,M S WALKER INC             
34905,Smoking Loon Merlot,$7 ,750mL,750,2,$4 ,9552,M S WALKER INC             
34951,Ch Ste Michelle Eroica Rsl W,$18 ,750mL,750,2,$11 ,8673,STE MICHELLE WINE ESTATES  
34996,Carpineto Dogajolo Tuscan R,$17 ,1500mL,1500,2,$11 ,9165,ULTRA BEVERAGE COMPANY LLP 
34998,Luiano Chianti Clsc,$17 ,750mL,750,2,$11 ,9165,ULTRA BEVERAGE COMPANY LLP 
35049,Ch Pesquie Cotes du Ventoux,$13 ,750mL,750,2,$9 ,9552,M S WALKER INC             
35075,Clos LaChance Chard,$11 ,750mL,750,2,$8 ,653,STATE WINE & SPIRITS   
35088,Newport Vyds Great White RI,$10 ,750mL,750,2,$6 ,7153,PINE STATE TRADING CO      
35103,Ruffino Chianti Superiore,$10 ,750mL,750,2,$7 ,1392,CONSTELLATION BRANDS INC   
35318,Jewell Towne Marechal Foch,$11 ,750mL,750,2,$7 ,17032,JEWELL TOWNE VINEYARDS     
35319,Jewell Towne Rsl NH,$14 ,750mL,750,2,$10 ,17032,JEWELL TOWNE VINEYARDS     
35375,Hess Allomi Cab Svgn,$32 ,750mL,750,2,$20 ,4425,MARTIGNETTI COMPANIES
35393,Tohu Svgn Bl Marlboro,$13 ,750mL,750,2,$9 ,9552,M S WALKER INC             
35411,Yellow Tail Chard Ausl,$7 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
35412,Yellow Tail Chard Ausl,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
35413,Yellow Tail Shiraz Ausl,$7 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
35414,Yellow Tail Shiraz Ausl,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
35442,Borsao Tres Picos Garnacha,$15 ,750mL,750,2,$8 ,9552,M S WALKER INC             
35464,Stags Leap Artemis Cab Svgn,$46 ,750mL,750,2,$28 ,8673,STE MICHELLE WINE ESTATES  
35471,R M Woodbridge Pnt Grigio,$8 ,750mL,750,2,$3 ,1392,CONSTELLATION BRANDS INC   
35472,R M Woodbridge Pnt Grigio,$9 ,1500mL,1500,2,$6 ,1392,CONSTELLATION BRANDS INC   
35480,Prinz Salm Der Weib,$20 ,750mL,750,2,$13 ,10754,PERFECTA WINES             
35490,Sierra Cantabria Rioja Tint,$12 ,750mL,750,2,$8 ,9552,M S WALKER INC             
35578,Alamos Ridge Cab Svgn Mendza,$10 ,750mL,750,2,$5 ,3252,E & J GALLO WINERY         
35590,Tiziano Chianti,$11 ,750mL,750,2,$8 ,9552,M S WALKER INC             
35607,Castle Rock Merlot Cal,$10 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
35646,D'Arenberg Footbolt Shiraz,$19 ,750mL,750,2,$12 ,4425,MARTIGNETTI COMPANIES
35650,Penley Est Phoenix Cab Svgn,$19 ,750mL,750,2,$13 ,4425,MARTIGNETTI COMPANIES
35664,Redwood Creek Cab Svgn Cal,$10 ,1500mL,1500,2,$7 ,3252,E & J GALLO WINERY         
35666,Redwood Creek Chard Cal,$10 ,1500mL,1500,2,$6 ,3252,E & J GALLO WINERY         
35668,Redwood Creek Merlot Cal,$11 ,1500mL,1500,2,$7 ,3252,E & J GALLO WINERY         
35670,Redwood Creek Svgn Bl Cal,$11 ,1500mL,1500,2,$7 ,3252,E & J GALLO WINERY         
35800,Penfolds T Hyland Shiraz,$12 ,750mL,750,2,$8 ,4425,MARTIGNETTI COMPANIES
35862,Allegrini Palazzo Della Tor,$20 ,750mL,750,2,$14 ,3252,E & J GALLO WINERY         
35896,Catena Alta Historic Rows CS,$45 ,750mL,750,2,$31 ,9552,M S WALKER INC             
35913,Stone Cellars Cab Svgn,$9 ,1500mL,1500,2,$5 ,9819,TREASURY WINE ESTATES      
35914,Stone Cellars Chard,$9 ,1500mL,1500,2,$6 ,9819,TREASURY WINE ESTATES      
35916,Stone Cellars Merlot,$9 ,1500mL,1500,2,$5 ,9819,TREASURY WINE ESTATES      
35918,Stone Cellars Pnt Grigio,$11 ,1500mL,1500,2,$6 ,9819,TREASURY WINE ESTATES      
35990,La Clarte de Haut Brion 10,$155 ,750mL,750,2,$74 ,10754,PERFECTA WINES             
36063,Ch La Mission Haut-Brion 10,"$1,500 ",750mL,750,2,$753 ,10754,PERFECTA WINES             
36080,Ch La Mission Haut Brion 10,$275 ,750mL,750,2,$134 ,10754,PERFECTA WINES             
36081,La Clarence Haut Brion 10,$275 ,750mL,750,2,$135 ,10754,PERFECTA WINES             
36100,Carpineto Vino Nobile RSV d,$30 ,750mL,750,2,$21 ,9165,ULTRA BEVERAGE COMPANY LLP 
36101,Carpineto Brunello Montalci,$56 ,750mL,750,2,$38 ,9165,ULTRA BEVERAGE COMPANY LLP 
36138,Renzo Masi Chianti Rufina,$11 ,750mL,750,2,$7 ,10754,PERFECTA WINES             
36139,Renzo Masi Chiant Rufina RS,$14 ,750mL,750,2,$10 ,10754,PERFECTA WINES             
36153,Edna Valley Paragon Pnt Nr,$14 ,750mL,750,2,$10 ,3252,E & J GALLO WINERY         
36161,Ch Ste Michelle Pnt Gris Was,$10 ,750mL,750,2,$6 ,8673,STE MICHELLE WINE ESTATES  
36199,Four Vines Naked Chard,$14 ,750mL,750,2,$8 ,9552,M S WALKER INC             
36200,Four Vines Truant Znfdl,$14 ,750mL,750,2,$8 ,9552,M S WALKER INC             
36268,Montinore Pnt Nr Ore,$20 ,750mL,750,2,$12 ,4425,MARTIGNETTI COMPANIES
36284,Gruet Brut New Mexico,$15 ,750mL,750,2,$8 ,17033,SEA BREEZE CELLARS LLC     
36344,Latour Pinot Noir Valmoissin,$13 ,750mL,750,2,$9 ,9552,M S WALKER INC             
36378,MezzaCorona Pnt Grigio,$10 ,1500mL,1500,2,$7 ,9165,ULTRA BEVERAGE COMPANY LLP 
36523,Ch Macard Brdx Superieur,$15 ,750mL,750,2,$10 ,4425,MARTIGNETTI COMPANIES
36524,Ch de Ribebon Brdx,$15 ,750mL,750,2,$10 ,4425,MARTIGNETTI COMPANIES
36558,Cruz Garcia Real Sangria Re,$10 ,1500mL,1500,2,$7 ,8320,SHAW ROSS INT L IMP LTD    
36573,Matanzas Creek Svgn Bl Sonom,$18 ,750mL,750,2,$11 ,9552,M S WALKER INC             
36620,Talbott Kali Hart Mtry Chard,$17 ,750mL,750,2,$11 ,3252,E & J GALLO WINERY         
36623,Talbott Sleepy Hollow Chard,$29 ,750mL,750,2,$20 ,3252,E & J GALLO WINERY         
36648,Groth Cab Svgn Napa,$60 ,750mL,750,2,$39 ,4425,MARTIGNETTI COMPANIES
36766,Ravenswood Znfdl Lodi,$19 ,750mL,750,2,$11 ,1392,CONSTELLATION BRANDS INC   
36770,Yellow Tail Cab Svgn Ausl,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
36771,Yellow Tail Merlot Ausl,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
36843,Frey Cab Svgn Organic Mendcn,$17 ,750mL,750,2,$11 ,10754,PERFECTA WINES             
36852,Frey Znfdl Organic Mendocino,$14 ,750mL,750,2,$10 ,10754,PERFECTA WINES             
36874,Yellow Tail Merlot Ausl,$7 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
36989,Duck Pond Chard Wash,$11 ,750mL,750,2,$7 ,10754,PERFECTA WINES             
37049,Argyle Willamette Pnt Nr,$22 ,750mL,750,2,$14 ,4425,MARTIGNETTI COMPANIES
37058,Neyers Chard Napa,$29 ,750mL,750,2,$19 ,4425,MARTIGNETTI COMPANIES
37071,Caymus Conundrum White,$17 ,750mL,750,2,$12 ,4425,MARTIGNETTI COMPANIES
37083,Jewell Towne Cayuga Wh NH,$11 ,750mL,750,2,$8 ,17032,JEWELL TOWNE VINEYARDS     
37121,Flag Hill Apple Cran NH,$13 ,750mL,750,2,$9 ,17031,FLAG HILL WINERY & VINEYARD
37152,Montes Alpha Apalta Cab Svgn,$21 ,750mL,750,2,$13 ,4425,MARTIGNETTI COMPANIES
37235,Mionetto Il Prosecco Spklg,$12 ,750mL,750,2,$8 ,9552,M S WALKER INC             
37312,Salmon Run NY Pnt Nr,$12 ,750mL,750,2,$8 ,10754,PERFECTA WINES             
37313,Salmon Run NY Rsl,$12 ,750mL,750,2,$7 ,10754,PERFECTA WINES             
37387,Truchard Carneros Cab Svgn,$31 ,750mL,750,2,$21 ,10754,PERFECTA WINES             
37401,Excelsior S Afr Cab Svgn,$9 ,750mL,750,2,$5 ,9552,M S WALKER INC             
37433,C Y Toro Casillero Carmenere,$10 ,750mL,750,2,$4 ,516,BANFI PRODUCTS CORP        
37435,Duval-Leroy Champagne Brut,$32 ,750mL,750,2,$21 ,9165,ULTRA BEVERAGE COMPANY LLP 
37527,Redwood Creek Pnt Grigio,$11 ,1500mL,1500,2,$7 ,3252,E & J GALLO WINERY         
37601,Hardys Cab Svgn Ausl,$20 ,3000mL,3000,2,$9 ,2000,SOUTHERN WINE & SPIRITS NE 
37604,Hardys Chard Ausl,$20 ,3000mL,3000,2,$9 ,2000,SOUTHERN WINE & SPIRITS NE 
37607,Hardys Shiraz Ausl,$20 ,3000mL,3000,2,$9 ,2000,SOUTHERN WINE & SPIRITS NE 
37656,MacMurray Ranch Sonma Pnt Nr,$20 ,750mL,750,2,$14 ,3252,E & J GALLO WINERY         
37678,Castle Rock Pnt Nr,$11 ,750mL,750,2,$7 ,4425,MARTIGNETTI COMPANIES
37731,Corbett Canyon Chard,$13 ,3000mL,3000,2,$7 ,9815,WINE GROUP INC             
37735,Walnut Crest Vnto Pnt Grigio,$11 ,1500mL,1500,2,$8 ,516,BANFI PRODUCTS CORP        
37765,Castello Montauto Vernaccia,$9 ,750mL,750,2,$6 ,9165,ULTRA BEVERAGE COMPANY LLP 
37785,Lindemans Bin 40 Merlot,$12 ,1500mL,1500,2,$8 ,4425,MARTIGNETTI COMPANIES
37786,Lindemans Bin 45 Cab Svgn,$10 ,1500mL,1500,2,$6 ,4425,MARTIGNETTI COMPANIES
37790,Merriam Merlot RRV,$28 ,750mL,750,2,$17 ,10754,PERFECTA WINES             
37792,Blackstone Pnt Nr Monterey,$8 ,750mL,750,2,$5 ,1392,CONSTELLATION BRANDS INC   
37822,Frescobaldi Chianti RSV Nip,$27 ,750mL,750,2,$12 ,9165,ULTRA BEVERAGE COMPANY LLP 
37826,Yellow Tail Cab Svgn Ausl,$7 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
37827,Yellow Tail Shiraz/Cab Ausl,$8 ,750mL,750,2,$5 ,4425,MARTIGNETTI COMPANIES
37828,Yellow Tail Shiraz/Cab Ausl,$10 ,1500mL,1500,2,$7 ,4425,MARTIGNETTI COMPANIES
37840,Los Cardos Malbec Mendoza,$9 ,750mL,750,2,$5 ,8892,TRINCHERO FAMILY ESTATES   
37904,Trapiche Broquel Mndz Malbec,$13 ,750mL,750,2,$6 ,9815,WINE GROUP INC             
37923,Five Rivers Cab Svgn,$14 ,750mL,750,2,$7 ,516,BANFI PRODUCTS CORP        
37926,Five Rivers Pnt Nr,$14 ,750mL,750,2,$8 ,516,BANFI PRODUCTS CORP        
37984,Barone Fini Pnt Gr Valdadige,$11 ,750mL,750,2,$8 ,4425,MARTIGNETTI COMPANIES
38131,Principato Pnt Gr Sicilia,$10 ,1500mL,1500,2,$7 ,6785,PALM BAY INTERNATIONAL INC 
38133,Il Bastardo Sangiovese Tosc,$7 ,750mL,750,2,$4 ,10754,PERFECTA WINES             
38178,Rex Goliath Cab Svgn,$8 ,750mL,750,2,$4 ,1392,CONSTELLATION BRANDS INC   
38179,Rex Goliath Chard,$8 ,750mL,750,2,$4 ,1392,CONSTELLATION BRANDS INC   
38180,Rex Goliath Merlot,$8 ,750mL,750,2,$4 ,1392,CONSTELLATION BRANDS INC   
38181,Rex Goliath Pnt Nr,$8 ,750mL,750,2,$4 ,1392,CONSTELLATION BRANDS INC   
38241,Hendry Block 8 Cab Svgn Napa,$57 ,750mL,750,2,$37 ,10754,PERFECTA WINES             
38264,Orleans Hill Cote Zero Cal,$10 ,750mL,750,2,$7 ,7153,PINE STATE TRADING CO      
38348,Nobilo Icon Svgn Bl Marlboro,$14 ,750mL,750,2,$9 ,1392,CONSTELLATION BRANDS INC   
38369,Oyster Bay Pnt Nr Marlboro,$15 ,750mL,750,2,$9 ,4425,MARTIGNETTI COMPANIES
38370,Oyster Bay Svgn Bl Marlboro,$10 ,750mL,750,2,$7 ,4425,MARTIGNETTI COMPANIES
38441,Toasted Head Cab Svgn,$11 ,750mL,750,2,$7 ,1392,CONSTELLATION BRANDS INC   
38457,Smoking Loon Pnt Nr,$7 ,750mL,750,2,$5 ,9552,M S WALKER INC             
38471,Ch Pesquie Cotes du Ventoux,$14 ,750mL,750,2,$9 ,9552,M S WALKER INC             
38502,Ruffino Lumina Pnt Grigio,$7 ,750mL,750,2,$5 ,1392,CONSTELLATION BRANDS INC   
38528,Seghesio Old Vine Znfdl,$39 ,750mL,750,2,$25 ,4425,MARTIGNETTI COMPANIES
38546,Mark West Pnt Nr Sonoma,$10 ,750mL,750,2,$5 ,1392,CONSTELLATION BRANDS INC   
38549,Stemmari Nero D'Avola,$7 ,750mL,750,2,$5 ,9165,ULTRA BEVERAGE COMPANY LLP 
38651,Carpineto Chianti Clsc,$16 ,750mL,750,2,$11 ,9165,ULTRA BEVERAGE COMPANY LLP 
38652,Carpineto Chianti Clsc RSV,$21 ,750mL,750,2,$14 ,9165,ULTRA BEVERAGE COMPANY LLP 
38771,Rob Stuart Big Fire Pnt Gris,$17 ,750mL,750,2,$11 ,653,STATE WINE & SPIRITS   
38772,Rob Stuart Big Fire Pnt Nr,$18 ,750mL,750,2,$11 ,653,STATE WINE & SPIRITS   
38850,Ravenswood Vntrs Bl Cab Svgn,$8 ,750mL,750,2,$5 ,1392,CONSTELLATION BRANDS INC   
38859,Inniskillin Icewn Ngra Vidal,$60 ,375mL,375,2,$32 ,1392,CONSTELLATION BRANDS INC   
38888,Justin Cab Svgn Paso Robles,$28 ,750mL,750,2,$17 ,9552,M S WALKER INC             
38898,L Martini Cab Svgn Napa,$30 ,750mL,750,2,$20 ,3252,E & J GALLO WINERY         
38899,L Martini Cab Svgn Sonoma,$13 ,750mL,750,2,$7 ,3252,E & J GALLO WINERY         
38946,Bully Hill Sweet Walter Rd,$9 ,750mL,750,2,$6 ,2000,SOUTHERN WINE & SPIRITS NE 
38950,Corvo Sicily Nero D'Avola,$10 ,750mL,750,2,$7 ,10754,PERFECTA WINES             
39087,Corbett Canyon Pnt Grigio,$13 ,3000mL,3000,2,$7 ,9815,WINE GROUP INC             
39146,Matua Svgn Bl Marlboro,$10 ,750mL,750,2,$7 ,9819,TREASURY WINE ESTATES      
39254,Las Rocas Garnacha San Alej,$11 ,750mL,750,2,$7 ,3252,E & J GALLO WINERY         
39256,Schmitt Sohne Relax Mosel,$10 ,750mL,750,2,$5 ,9552,M S WALKER INC             
39282,Concannon Petite Sirah Cntrl,$11 ,750mL,750,2,$7 ,9815,WINE GROUP INC             
39335,Phillips Seven Deadly Znfdl,$15 ,750mL,750,2,$9 ,4425,MARTIGNETTI COMPANIES
39348,Sterling Vintners Cltn Pnt N,$10 ,750mL,750,2,$7 ,1590,DIAGEO CHATEAU ESTATE WINES
39356,Bota Box Chard Cal,$18 ,3000mL,3000,2,$12 ,2242,DELICATO VINEYARDS INC     
39357,Bota Box Merlot Cal,$18 ,3000mL,3000,2,$11 ,2242,DELICATO VINEYARDS INC     
39358,Bota Box Shiraz Cal,$18 ,3000mL,3000,2,$11 ,2242,DELICATO VINEYARDS INC     
39384,F Coppola Diamond Pnt Nr,$15 ,750mL,750,2,$9 ,2000,SOUTHERN WINE & SPIRITS NE 
39410,Mirassou Cab Svgn Cal,$9 ,750mL,750,2,$6 ,3252,E & J GALLO WINERY         
39411,Mirassou Chard Cntrl Coast,$9 ,750mL,750,2,$6 ,3252,E & J GALLO WINERY         
39413,Mirassou Pnt Nr Cntrl Coast,$7 ,750mL,750,2,$5 ,3252,E & J GALLO WINERY         
39470,Barefoot Syrah Cal,$6 ,750mL,750,2,$3 ,3252,E & J GALLO WINERY         
39472,Acorn Sangiovese Alegria RRV,$28 ,750mL,750,2,$18 ,10754,PERFECTA WINES             
39473,Acorn Cve Alegria Russ Syrah,$28 ,750mL,750,2,$18 ,10754,PERFECTA WINES             
39479,Barefoot Premium X-Dry,$10 ,750mL,750,2,$5 ,3252,E & J GALLO WINERY         
39491,Flag Hill Red Raspberry Fru,$14 ,750mL,750,2,$8 ,17031,FLAG HILL WINERY & VINEYARD
39523,Cloudy Bay Svgn Bl Marlboro,$23 ,750mL,750,2,$16 ,8112,MOET HENNESSY USA INC      
39593,Redwood Creek Pnt Nr Cal,$10 ,1500mL,1500,2,$6 ,3252,E & J GALLO WINERY         
