VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
1128,BROWN-FORMAN CORP          ,3/7/2016,9017,2/21/2016,4/21/2016,15019,"$195,521",1036.26,None
1189,BULLY BOY DISTILLERS       ,3/11/2016,9083,2/25/2016,4/14/2016,24,$529,2.65,None
1273,CALEDONIA SPIRITS INC      ,3/15/2016,9096,2/26/2016,4/13/2016,30,$881,4.05,None
11567,CAMPARI AMERICA            ,3/10/2016,9084,2/25/2016,4/10/2016,7752,"$83,210",374.45,None
90046,CANDIA VINEYARDS           ,3/10/2016,9063,2/24/2016,4/20/2016,24,$346,1.69,None
1485,CASTLE BRANDS CORP.        ,3/11/2016,9064,2/24/2016,4/24/2016,1493,"$21,806",111.21,None
4380,CHARLES JACQUIN ET CIE INC ,3/8/2016,9034,2/22/2016,4/8/2016,534,"$4,566",24.66,None
1392,CONSTELLATION BRANDS INC   ,3/13/2016,9065,2/24/2016,4/13/2016,36477,"$246,611",1233.06,None
90047,CRUSH WINES                ,3/7/2016,9066,2/24/2016,4/7/2016,223,"$2,419",11.61,None
2242,DELICATO VINEYARDS INC     ,3/8/2016,9085,2/25/2016,4/23/2016,4242,"$33,721",158.49,None
1590,DIAGEO CHATEAU ESTATE WINES,3/15/2016,9097,2/26/2016,4/21/2016,1923,"$15,325",68.96,None
3960,DIAGEO NORTH AMERICA INC   ,3/10/2016,9018,2/21/2016,4/9/2016,86177,"$730,296",3797.54,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,3/15/2016,9098,2/26/2016,4/18/2016,1515,"$15,011",79.56,None
2450,DJINN SPIRITS LLC          ,3/7/2016,9086,2/25/2016,4/15/2016,35,$806,3.79,None
2496,DUGGANS DISTILLED PRODUCTS ,3/15/2016,9067,2/24/2016,4/18/2016,104,"$1,738",8.34,None
17037,Dunn Wine Brokers          ,3/9/2016,9099,2/26/2016,4/9/2016,60,$684,3.76,None
3252,E & J GALLO WINERY         ,3/7/2016,9035,2/22/2016,4/15/2016,27972,"$196,885",905.67,None
2561,EDRINGTON AMERICAS         ,3/9/2016,9047,2/23/2016,4/16/2016,1166,"$39,079",207.12,None
1655,FABRIZIA SPIRITS LLC       ,3/14/2016,9036,2/22/2016,4/23/2016,255,"$2,539",13.46,None
17031,FLAG HILL WINERY & VINEYARD,3/7/2016,9048,2/23/2016,4/21/2016,172,"$1,970",10.64,None
90011,FORTUNE WINE BROKERS LLC   ,3/13/2016,9100,2/26/2016,4/14/2016,44,$469,2.3,None
9744,FREDERICK WILDMAN & SONS   ,3/11/2016,9037,2/22/2016,4/23/2016,656,"$6,647",31.9,None
3924,HEAVEN HILL DISTILLERIES   ,3/11/2016,9068,2/24/2016,4/11/2016,6997,"$41,070",188.92,None
3950,"HOOD RIVER DISTILLERS, Inc.",3/15/2016,9019,2/21/2016,4/13/2016,18,$388,1.98,None
90053,INCREDIBREW INC            ,3/11/2016,9101,2/26/2016,4/24/2016,56,$497,2.43,None
17032,JEWELL TOWNE VINEYARDS     ,3/15/2016,9102,2/26/2016,4/9/2016,48,$382,1.87,None
12546,JIM BEAM BRANDS COMPANY    ,3/7/2016,9087,2/25/2016,4/14/2016,42366,"$352,234",1620.28,Frank Delahunt
4550,KLIN SPIRITS LLC           ,3/10/2016,9020,2/21/2016,4/8/2016,181,"$2,547",11.97,None
4692,KOBRAND CORPORATION        ,3/14/2016,9021,2/21/2016,4/9/2016,3808,"$31,058",164.61,None
90032,LABELLE VYDS AND WINERY    ,3/12/2016,9022,2/21/2016,4/9/2016,162,"$1,851",9.07,None
4848,LAIRD & CO                 ,3/9/2016,9023,2/21/2016,4/14/2016,206,"$1,509",7.24,None
4950,LATITUDE BEVERAGE COMPANY  ,3/7/2016,9024,2/21/2016,4/13/2016,925,"$5,207",25.51,None
8352,LUXCO INC                  ,3/8/2016,9069,2/24/2016,4/12/2016,4398,"$34,198",157.31,None
9552,M S WALKER INC             ,3/11/2016,9049,2/23/2016,4/13/2016,21263,"$147,816",694.73,None
10000,MAJESTIC FINE WINES        ,3/8/2016,9070,2/24/2016,4/20/2016,4940,"$36,459",164.06,None
5455,MARSALLE COMPANY           ,3/10/2016,9103,2/26/2016,4/20/2016,154,"$3,986",19.93,None
4425,MARTIGNETTI COMPANIES ,3/7/2016,9050,2/23/2016,4/8/2016,59,$751,3.68,None
4425,MARTIGNETTI COMPANIES,3/13/2016,9104,2/26/2016,4/13/2016,31903,"$281,230",1490.52,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,3/8/2016,9088,2/25/2016,4/11/2016,494,"$4,570",23.77,None
6213,MHW LTD                    ,3/15/2016,9089,2/25/2016,4/20/2016,4293,"$29,660",151.27,None
8112,MOET HENNESSY USA INC      ,3/9/2016,9025,2/21/2016,4/8/2016,3920,"$67,792",318.62,None
6215,MOONLIGHT MEADERY          ,3/13/2016,9051,2/23/2016,4/24/2016,72,$646,3.3,None
6355,NICHE W & S                ,3/8/2016,9026,2/21/2016,4/10/2016,6,$90,0.45,None
6359,OLE SMOKY DISTILLERY LLC   ,3/8/2016,9027,2/21/2016,4/14/2016,148,"$2,117",10.37,None
6785,PALM BAY INTERNATIONAL INC ,3/8/2016,9090,2/25/2016,4/18/2016,6720,"$48,879",239.51,None
10754,PERFECTA WINES             ,3/13/2016,9038,2/22/2016,4/10/2016,10096,"$80,832",387.99,None
17035,PERNOD RICARD USA          ,3/9/2016,9028,2/21/2016,4/8/2016,24956,"$373,559",1718.37,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,3/12/2016,9039,2/22/2016,4/14/2016,871,"$8,157",39.97,None
7153,PINE STATE TRADING CO      ,3/15/2016,9091,2/25/2016,4/15/2016,4978,"$34,428",182.47,None
90027,POVERTY LANE ORCHARDS      ,3/14/2016,9071,2/24/2016,4/24/2016,60,$381,1.98,None
7154,PREMIER DISTRIBUTORS       ,3/12/2016,9092,2/25/2016,4/13/2016,125,"$1,909",10.12,None
7240,"PREMIUM PORT WINES, INC.   ",3/10/2016,9072,2/24/2016,4/18/2016,120,$929,4.65,None
7245,PROXIMO SPIRITS INC.       ,3/13/2016,9073,2/24/2016,4/19/2016,14656,"$178,499",874.65,None
7255,PSP WINES ,3/9/2016,9074,2/24/2016,4/24/2016,117,$890,4.36,None
7749,R.P.IMPORTS INC            ,3/8/2016,9075,2/24/2016,4/11/2016,6,$120,0.66,None
7239,REMY COINTREAU USA INC     ,3/8/2016,9105,2/26/2016,4/7/2016,1712,"$39,089",195.45,None
10050,Russian Standard Vodka     ,3/12/2016,9076,2/24/2016,4/15/2016,254,"$1,027",4.82,None
8004,SAZERAC CO INC             ,3/11/2016,9077,2/24/2016,4/14/2016,20330,"$141,608",665.56,None
660,SAZERAC NORTH AMERICA INC. ,3/8/2016,9052,2/23/2016,4/14/2016,7652,"$55,703",295.22,None
17033,SEA BREEZE CELLARS LLC     ,3/14/2016,9053,2/23/2016,4/9/2016,24,$230,1.18,None
8150,SEA HAGG DISTILLERY LLC    ,3/10/2016,9106,2/26/2016,4/24/2016,158,"$1,788",8.76,None
98450,Serralles Usa LLC          ,3/8/2016,9107,2/26/2016,4/19/2016,168,"$2,457",12.04,None
8320,SHAW ROSS INT L IMP LTD    ,3/10/2016,9108,2/26/2016,4/14/2016,1048,"$9,030",49.67,None
3089,SIDNEY FRANK IMPORTING CO  ,3/13/2016,9029,2/21/2016,4/21/2016,4513,"$41,457",223.87,None
28750,SMOKY QUARTZ DISTILLERY LLC,3/14/2016,9030,2/21/2016,4/21/2016,12,$258,1.32,None
2000,SOUTHERN WINE & SPIRITS NE ,3/7/2016,9078,2/24/2016,4/24/2016,4749,"$40,258",181.16,None
8663,STAR INDUSTRIES INC.       ,3/13/2016,9079,2/24/2016,4/19/2016,5,$82,0.38,None
653,STATE WINE & SPIRITS   ,3/7/2016,9040,2/22/2016,4/8/2016,1831,"$16,724",86.96,None
8673,STE MICHELLE WINE ESTATES  ,3/13/2016,9054,2/23/2016,4/24/2016,5743,"$39,969",207.84,None
12331,STELLAR IMPORTING CO LLC   ,3/9/2016,9080,2/24/2016,4/17/2016,12,$86,0.4,None
8664,"STOLI GROUP,(USA) LLC      ",3/8/2016,9055,2/23/2016,4/21/2016,3495,"$56,665",305.99,None
8735,SURVILLE ENTERPRISES CORP  ,3/9/2016,9056,2/23/2016,4/18/2016,50,$408,2.2,None
90056,SWEET BABY VINEYARD        ,3/15/2016,9057,2/23/2016,4/23/2016,272,"$2,257",12.19,None
8920,TAKARA SAKE USA INC        ,3/15/2016,9058,2/23/2016,4/10/2016,99,$654,3.27,None
28776,TALL SHIP DISTILLERY LLC   ,3/7/2016,9093,2/25/2016,4/15/2016,24,$520,2.75,None
173357,TAMWORTH DISTILLING        ,3/11/2016,9031,2/21/2016,4/8/2016,12,$232,1.21,None
9819,TREASURY WINE ESTATES      ,3/11/2016,9041,2/22/2016,4/20/2016,5085,"$30,214",148.05,None
8892,TRINCHERO FAMILY ESTATES   ,3/12/2016,9109,2/26/2016,4/15/2016,4998,"$31,176",162.12,None
9260,TY KU LLC                  ,3/15/2016,9059,2/23/2016,4/16/2016,84,$970,5.05,None
9165,ULTRA BEVERAGE COMPANY LLP ,3/13/2016,9081,2/24/2016,4/10/2016,14363,"$175,289",788.8,None
9751,VINEDREA WINES LLC         ,3/13/2016,9094,2/25/2016,4/19/2016,12,$273,1.31,None
90010,VINEXTRA INC               ,3/13/2016,9042,2/22/2016,4/7/2016,57,$546,2.62,None
1587,VINEYARD BRANDS INC        ,3/11/2016,9110,2/26/2016,4/24/2016,3477,"$21,767",111.01,None
90024,VINILANDIA USA             ,3/8/2016,9043,2/22/2016,4/16/2016,898,"$8,065",39.52,None
1601,VRANKEN AMERICA            ,3/9/2016,9082,2/24/2016,4/20/2016,213,"$5,830",28.57,None
90057,WALPOLE MTN VIEW WINERY    ,3/15/2016,9032,2/21/2016,4/22/2016,12,$156,0.73,None
9622,WEIN BAUER INC             ,3/9/2016,9060,2/23/2016,4/19/2016,47,$897,4.21,None
9625,WESTERN SPIRITS BEVERAGE CO,3/14/2016,9044,2/22/2016,4/10/2016,141,"$2,577",13.4,None
3664,WILLIAM GRANT & SONS INC   ,3/8/2016,9061,2/23/2016,4/23/2016,5350,"$113,135",554.36,None
9815,WINE GROUP INC             ,3/13/2016,9045,2/22/2016,4/8/2016,15777,"$94,687",511.31,None
90058,ZORVINO VINEYARDS          ,3/14/2016,9111,2/26/2016,4/24/2016,192,"$1,512",8.31,None
105,ALTAMAR BRANDS LLC         ,3/14/2016,9131,2/29/2016,4/17/2016,3,$107,0.57,None
4466,AMERICAN VINTAGE BEVERAGE  ,3/16/2016,9180,3/3/2016,4/19/2016,211,"$1,979",9.5,None
388,ATLANTIC IMPORTING COMPANY ,3/22/2016,9112,2/28/2016,4/23/2016,36,$813,4.31,None
480,BACARDI USA INC            ,3/17/2016,9113,2/28/2016,5/1/2016,12843,"$145,437",741.73,None
516,BANFI PRODUCTS CORP        ,3/14/2016,9132,2/29/2016,4/21/2016,3027,"$21,072",109.58,None
2396,BLACK PRINCE DISTILLERY INC,3/19/2016,9162,3/2/2016,4/16/2016,18,$113,0.51,None
1265,BLACK ROCK SPIRITS LLC     ,3/15/2016,9163,3/2/2016,4/17/2016,1,$14,0.07,None
1003,BRONCO WINE COMPANY        ,3/20/2016,9164,3/2/2016,4/25/2016,12,$31,0.14,None
1128,BROWN-FORMAN CORP          ,3/17/2016,9181,3/3/2016,4/18/2016,14855,"$170,277",902.47,None
1189,BULLY BOY DISTILLERS       ,3/22/2016,9114,2/28/2016,4/14/2016,12,$265,1.46,None
1273,CALEDONIA SPIRITS INC      ,3/19/2016,9196,3/4/2016,4/23/2016,43,"$1,294",6.34,None
11567,CAMPARI AMERICA            ,3/19/2016,9165,3/2/2016,4/20/2016,10094,"$66,992",321.56,None
90046,CANDIA VINEYARDS           ,3/20/2016,9151,3/1/2016,4/17/2016,23,$334,1.5,None
1485,CASTLE BRANDS CORP.        ,3/18/2016,9115,2/28/2016,4/26/2016,1429,"$19,868",89.41,None
2876,CENTEUR IMPORTS LLC        ,3/22/2016,9166,3/2/2016,4/19/2016,10,$80,0.43,None
4380,CHARLES JACQUIN ET CIE INC ,3/14/2016,9197,3/4/2016,4/16/2016,671,"$5,800",30.16,None
1650,Circa Wines                ,3/21/2016,9133,2/29/2016,4/18/2016,5,$225,1.15,None
1392,CONSTELLATION BRANDS INC   ,3/16/2016,9134,2/29/2016,4/28/2016,34613,"$227,509",1023.79,None
90047,CRUSH WINES                ,3/19/2016,9198,3/4/2016,4/19/2016,383,"$4,163",22.06,None
2242,DELICATO VINEYARDS INC     ,3/20/2016,9135,2/29/2016,4/25/2016,3842,"$32,299",171.19,None
1590,DIAGEO CHATEAU ESTATE WINES,3/21/2016,9167,3/2/2016,4/26/2016,1684,"$13,960",68.4,None
3960,DIAGEO NORTH AMERICA INC   ,3/21/2016,9199,3/4/2016,4/29/2016,81147,"$676,529",3044.38,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,3/16/2016,9168,3/2/2016,4/30/2016,1082,"$11,239",51.7,None
2450,DJINN SPIRITS LLC          ,3/16/2016,9200,3/4/2016,4/28/2016,18,$329,1.48,None
2496,DUGGANS DISTILLED PRODUCTS ,3/18/2016,9136,2/29/2016,5/1/2016,134,"$2,241",10.31,None
17037,Dunn Wine Brokers          ,3/17/2016,9182,3/3/2016,4/30/2016,47,$536,2.79,None
3252,E & J GALLO WINERY         ,3/18/2016,9169,3/2/2016,4/26/2016,24381,"$163,114",799.26,None
2561,EDRINGTON AMERICAS         ,3/14/2016,9183,3/3/2016,4/23/2016,946,"$29,351",137.95,None
1655,FABRIZIA SPIRITS LLC       ,3/17/2016,9201,3/4/2016,4/30/2016,148,"$1,436",7.18,None
17031,FLAG HILL WINERY & VINEYARD,3/20/2016,9202,3/4/2016,4/14/2016,331,"$5,866",27.57,None
90011,FORTUNE WINE BROKERS LLC   ,3/21/2016,9137,2/29/2016,4/25/2016,34,$247,1.33,None
9744,FREDERICK WILDMAN & SONS   ,3/21/2016,9184,3/3/2016,4/17/2016,791,"$8,341",44.21,None
3924,HEAVEN HILL DISTILLERIES   ,3/21/2016,9116,2/28/2016,4/26/2016,5124,"$39,037",195.19,None
3950,"HOOD RIVER DISTILLERS, Inc.",3/15/2016,9170,3/2/2016,4/23/2016,5,$108,0.51,None
90053,INCREDIBREW INC            ,3/18/2016,9152,3/1/2016,4/19/2016,35,$304,1.37,None
17032,JEWELL TOWNE VINEYARDS     ,3/19/2016,9117,2/28/2016,4/22/2016,48,$384,2.07,None
12546,JIM BEAM BRANDS COMPANY    ,3/19/2016,9118,2/28/2016,4/21/2016,43098,"$404,300",1900.21,Frank Delahunt
4550,KLIN SPIRITS LLC           ,3/14/2016,9138,2/29/2016,4/23/2016,151,"$2,172",11.08,None
4692,KOBRAND CORPORATION        ,3/21/2016,9185,3/3/2016,4/27/2016,2960,"$27,471",140.1,None
90032,LABELLE VYDS AND WINERY    ,3/22/2016,9186,3/3/2016,4/27/2016,225,"$2,519",11.59,None
4848,LAIRD & CO                 ,3/19/2016,9187,3/3/2016,4/16/2016,153,"$1,285",6.81,None
4950,LATITUDE BEVERAGE COMPANY  ,3/16/2016,9139,2/29/2016,4/30/2016,1118,"$6,225",30.5,None
8352,LUXCO INC                  ,3/21/2016,9153,3/1/2016,4/19/2016,3814,"$29,404",155.84,None
9552,M S WALKER INC             ,3/16/2016,9119,2/28/2016,4/21/2016,20549,"$147,984",665.93,None
10000,MAJESTIC FINE WINES        ,3/14/2016,9120,2/28/2016,4/27/2016,5467,"$40,920",204.6,None
5455,MARSALLE COMPANY           ,3/14/2016,9121,2/28/2016,4/24/2016,179,"$4,476",24.62,None
4425,MARTIGNETTI COMPANIES ,3/17/2016,9154,3/1/2016,4/29/2016,58,$820,4.34,None
4425,MARTIGNETTI COMPANIES,3/20/2016,9140,2/29/2016,4/16/2016,48908,"$414,544",1865.45,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,3/22/2016,9203,3/4/2016,5/1/2016,377,"$3,592",17.96,None
6213,MHW LTD                    ,3/22/2016,9141,2/29/2016,4/30/2016,4435,"$30,827",169.55,None
8112,MOET HENNESSY USA INC      ,3/16/2016,9171,3/2/2016,4/20/2016,4186,"$78,590",353.65,None
6215,MOONLIGHT MEADERY          ,3/21/2016,9142,2/29/2016,5/1/2016,108,$969,4.65,None
6355,NICHE W & S                ,3/22/2016,9204,3/4/2016,4/21/2016,20,$305,1.56,None
6359,OLE SMOKY DISTILLERY LLC   ,3/18/2016,9188,3/3/2016,4/23/2016,215,"$3,053",16.18,None
6785,PALM BAY INTERNATIONAL INC ,3/14/2016,9143,2/29/2016,4/24/2016,5312,"$39,057",183.57,None
10754,PERFECTA WINES             ,3/20/2016,9155,3/1/2016,4/21/2016,9437,"$94,061",517.33,None
17035,PERNOD RICARD USA          ,3/17/2016,9156,3/1/2016,4/30/2016,26938,"$364,415",1676.31,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,3/22/2016,9205,3/4/2016,4/30/2016,1023,"$8,852",47.8,None
7153,PINE STATE TRADING CO      ,3/17/2016,9172,3/2/2016,4/28/2016,4977,"$36,173",191.72,None
90027,POVERTY LANE ORCHARDS      ,3/14/2016,9144,2/29/2016,4/30/2016,143,"$1,020",5.31,None
7154,PREMIER DISTRIBUTORS       ,3/15/2016,9145,2/29/2016,4/26/2016,108,"$1,526",8.39,None
7240,"PREMIUM PORT WINES, INC.   ",3/16/2016,9206,3/4/2016,4/24/2016,147,"$1,080",5.83,None
7245,PROXIMO SPIRITS INC.       ,3/16/2016,9173,3/2/2016,4/18/2016,9426,"$96,735",503.02,None
7255,PSP WINES ,3/19/2016,9122,2/28/2016,4/19/2016,176,"$1,247",5.86,None
7239,REMY COINTREAU USA INC     ,3/22/2016,9123,2/28/2016,4/16/2016,2396,"$55,858",273.71,None
10050,Russian Standard Vodka     ,3/17/2016,9189,3/3/2016,4/23/2016,392,"$1,761",7.92,None
8004,SAZERAC CO INC             ,3/20/2016,9157,3/1/2016,4/22/2016,21127,"$156,297",781.49,None
660,SAZERAC NORTH AMERICA INC. ,3/22/2016,9124,2/28/2016,4/15/2016,7586,"$54,665",256.93,None
17033,SEA BREEZE CELLARS LLC     ,3/20/2016,9158,3/1/2016,4/24/2016,50,$975,4.97,None
8150,SEA HAGG DISTILLERY LLC    ,3/17/2016,9207,3/4/2016,4/29/2016,73,$804,3.86,None
98450,Serralles Usa LLC          ,3/16/2016,9159,3/1/2016,4/16/2016,205,"$2,997",14.39,None
8320,SHAW ROSS INT L IMP LTD    ,3/15/2016,9174,3/2/2016,5/1/2016,1021,"$8,458",38.06,None
3089,SIDNEY FRANK IMPORTING CO  ,3/17/2016,9125,2/28/2016,4/24/2016,3064,"$22,443",109.97,None
28750,SMOKY QUARTZ DISTILLERY LLC,3/17/2016,9126,2/28/2016,4/15/2016,13,$271,1.27,None
2000,SOUTHERN WINE & SPIRITS NE ,3/15/2016,9208,3/4/2016,4/21/2016,4631,"$35,843",179.21,None
8663,STAR INDUSTRIES INC.       ,3/19/2016,9190,3/3/2016,4/20/2016,6,$98,0.51,None
653,STATE WINE & SPIRITS   ,3/18/2016,9146,2/29/2016,4/18/2016,3674,"$34,693",169.99,None
8673,STE MICHELLE WINE ESTATES  ,3/21/2016,9175,3/2/2016,4/20/2016,4986,"$36,046",176.63,None
12331,STELLAR IMPORTING CO LLC   ,3/14/2016,9191,3/3/2016,5/1/2016,36,$202,0.95,None
8664,"STOLI GROUP,(USA) LLC      ",3/16/2016,9160,3/1/2016,4/28/2016,2729,"$40,998",204.99,None
8735,SURVILLE ENTERPRISES CORP  ,3/20/2016,9161,3/1/2016,4/27/2016,54,$468,2.48,None
90056,SWEET BABY VINEYARD        ,3/15/2016,9127,2/28/2016,4/14/2016,310,"$2,572",13.89,None
8920,TAKARA SAKE USA INC        ,3/21/2016,9192,3/3/2016,4/20/2016,169,$899,4.68,None
28776,TALL SHIP DISTILLERY LLC   ,3/15/2016,9147,2/29/2016,4/15/2016,36,$750,3.53,None
173357,TAMWORTH DISTILLING        ,3/20/2016,9193,3/3/2016,4/18/2016,25,$484,2.28,None
90017,THE IMPORTED GRAPE LLC     ,3/17/2016,9176,3/2/2016,4/28/2016,12,$49,0.26,None
90037,THE PIERPONT GROUP LLC     ,3/21/2016,9177,3/2/2016,4/17/2016,28,$399,2.03,None
9819,TREASURY WINE ESTATES      ,3/18/2016,9209,3/4/2016,4/20/2016,8410,"$53,093",276.08,None
8892,TRINCHERO FAMILY ESTATES   ,3/16/2016,9210,3/4/2016,4/30/2016,4424,"$26,776",123.17,None
9260,TY KU LLC                  ,3/20/2016,9211,3/4/2016,4/22/2016,51,$567,3.01,None
9165,ULTRA BEVERAGE COMPANY LLP ,3/16/2016,9148,2/29/2016,4/25/2016,13004,"$177,584",905.68,None
9751,VINEDREA WINES LLC         ,3/21/2016,9128,2/28/2016,4/22/2016,13,$295,1.42,None
90010,VINEXTRA INC               ,3/19/2016,9212,3/4/2016,4/30/2016,70,$892,4.01,None
1587,VINEYARD BRANDS INC        ,3/21/2016,9129,2/28/2016,5/1/2016,4655,"$25,609",128.04,None
90024,VINILANDIA USA             ,3/18/2016,9194,3/3/2016,4/24/2016,892,"$8,232",38.69,None
1601,VRANKEN AMERICA            ,3/17/2016,9149,2/29/2016,4/18/2016,31,$587,3.05,None
9622,WEIN BAUER INC             ,3/16/2016,9178,3/2/2016,4/16/2016,53,"$1,011",5.26,None
9625,WESTERN SPIRITS BEVERAGE CO,3/20/2016,9130,2/28/2016,4/25/2016,140,"$2,155",11.42,None
3664,WILLIAM GRANT & SONS INC   ,3/16/2016,9179,3/2/2016,4/20/2016,4209,"$75,690",408.73,None
9815,WINE GROUP INC             ,3/22/2016,9150,2/29/2016,4/18/2016,15115,"$88,478",442.39,None
90058,ZORVINO VINEYARDS          ,3/20/2016,9195,3/3/2016,4/15/2016,154,"$1,192",6.56,None
1703,ALISA CARR BEVERAGES           ,3/21/2016,9243,3/8/2016,4/29/2016,2,$190,0.99,None
4466,AMERICAN VINTAGE BEVERAGE  ,3/23/2016,9244,3/8/2016,4/21/2016,161,"$1,511",6.95,None
388,ATLANTIC IMPORTING COMPANY ,3/26/2016,9228,3/7/2016,4/23/2016,84,"$2,422",11.38,None
480,BACARDI USA INC            ,3/23/2016,9213,3/6/2016,4/24/2016,13411,"$131,921",712.37,None
516,BANFI PRODUCTS CORP        ,3/23/2016,9301,3/11/2016,4/27/2016,2910,"$18,325",89.79,None
2396,BLACK PRINCE DISTILLERY INC,3/22/2016,9214,3/6/2016,5/2/2016,22,$225,1.17,None
1265,BLACK ROCK SPIRITS LLC     ,3/22/2016,9229,3/7/2016,4/28/2016,1,$14,0.07,None
1003,BRONCO WINE COMPANY        ,3/28/2016,9278,3/10/2016,5/3/2016,24,$147,0.72,None
1128,BROWN-FORMAN CORP          ,3/25/2016,9215,3/6/2016,4/24/2016,13010,"$164,098",804.08,None
1189,BULLY BOY DISTILLERS       ,3/22/2016,9257,3/9/2016,4/24/2016,42,$926,5,None
1273,CALEDONIA SPIRITS INC      ,3/25/2016,9279,3/10/2016,4/27/2016,79,"$2,478",13.14,None
11567,CAMPARI AMERICA            ,3/27/2016,9245,3/8/2016,4/24/2016,10252,"$57,451",270.02,None
90046,CANDIA VINEYARDS           ,3/25/2016,9280,3/10/2016,4/27/2016,48,$483,2.32,None
1485,CASTLE BRANDS CORP.        ,3/29/2016,9281,3/10/2016,4/26/2016,937,"$13,662",65.58,None
4380,CHARLES JACQUIN ET CIE INC ,3/25/2016,9246,3/8/2016,5/5/2016,579,"$5,399",28.61,None
1650,Circa Wines                ,3/24/2016,9282,3/10/2016,5/4/2016,90,"$1,071",4.93,None
1392,CONSTELLATION BRANDS INC   ,3/28/2016,9283,3/10/2016,4/27/2016,27345,"$173,681",885.77,None
90047,CRUSH WINES                ,3/29/2016,9247,3/8/2016,5/3/2016,639,"$8,672",45.96,None
2242,DELICATO VINEYARDS INC     ,3/22/2016,9258,3/9/2016,4/30/2016,3242,"$27,465",142.82,None
1590,DIAGEO CHATEAU ESTATE WINES,3/26/2016,9284,3/10/2016,5/8/2016,1193,"$9,646",53.05,None
3960,DIAGEO NORTH AMERICA INC   ,3/28/2016,9302,3/11/2016,4/30/2016,81771,"$645,253",3032.69,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,3/27/2016,9259,3/9/2016,5/8/2016,1324,"$14,816",74.08,None
2450,DJINN SPIRITS LLC          ,3/26/2016,9216,3/6/2016,4/21/2016,6,$129,0.65,None
2496,DUGGANS DISTILLED PRODUCTS ,3/24/2016,9285,3/10/2016,5/6/2016,99,"$1,625",8.61,None
17037,Dunn Wine Brokers          ,3/26/2016,9303,3/11/2016,4/27/2016,20,$228,1.03,None
3252,E & J GALLO WINERY         ,3/21/2016,9260,3/9/2016,5/3/2016,21411,"$140,926",718.72,None
2561,EDRINGTON AMERICAS         ,3/24/2016,9248,3/8/2016,4/25/2016,930,"$27,043",129.81,None
1655,FABRIZIA SPIRITS LLC       ,3/25/2016,9249,3/8/2016,4/28/2016,161,"$1,437",7.76,None
17031,FLAG HILL WINERY & VINEYARD,3/26/2016,9304,3/11/2016,5/5/2016,534,"$7,239",39.09,None
90011,FORTUNE WINE BROKERS LLC   ,3/22/2016,9286,3/10/2016,4/24/2016,12,$150,0.72,None
9744,FREDERICK WILDMAN & SONS   ,3/29/2016,9230,3/7/2016,5/2/2016,648,"$10,407",57.24,None
90051,FULCHINO VINEYARD INC      ,3/21/2016,9287,3/10/2016,4/23/2016,12,$121,0.64,None
3924,HEAVEN HILL DISTILLERIES   ,3/21/2016,9231,3/7/2016,4/28/2016,4847,"$39,369",204.72,None
3950,"HOOD RIVER DISTILLERS, Inc.",3/25/2016,9250,3/8/2016,4/29/2016,18,$337,1.75,None
90053,INCREDIBREW INC            ,3/25/2016,9251,3/8/2016,4/30/2016,35,$304,1.52,None
17032,JEWELL TOWNE VINEYARDS     ,3/22/2016,9261,3/9/2016,5/1/2016,108,$816,3.75,None
12546,JIM BEAM BRANDS COMPANY    ,3/23/2016,9305,3/11/2016,4/25/2016,40321,"$333,537",1834.45,Frank Delahunt
4550,KLIN SPIRITS LLC           ,3/24/2016,9217,3/6/2016,5/5/2016,130,"$1,829",8.23,None
4692,KOBRAND CORPORATION        ,3/23/2016,9262,3/9/2016,4/30/2016,2554,"$25,795",118.66,None
90032,LABELLE VYDS AND WINERY    ,3/29/2016,9306,3/11/2016,4/21/2016,144,"$1,541",8.17,None
4848,LAIRD & CO                 ,3/22/2016,9307,3/11/2016,5/6/2016,229,"$2,356",12.25,None
4950,LATITUDE BEVERAGE COMPANY  ,3/28/2016,9232,3/7/2016,5/4/2016,798,"$4,468",21,None
8352,LUXCO INC                  ,3/27/2016,9263,3/9/2016,5/5/2016,3579,"$26,997",137.68,None
9552,M S WALKER INC             ,3/24/2016,9218,3/6/2016,5/5/2016,20303,"$141,642",750.7,None
10000,MAJESTIC FINE WINES        ,3/24/2016,9288,3/10/2016,5/7/2016,4333,"$31,784",168.45,None
5270,MANGO BOTTLING INC         ,3/28/2016,9308,3/11/2016,5/7/2016,6,$45,0.23,None
5455,MARSALLE COMPANY           ,3/22/2016,9264,3/9/2016,5/4/2016,64,"$1,674",8.37,None
4425,MARTIGNETTI COMPANIES ,3/27/2016,9233,3/7/2016,4/28/2016,22,$682,3.27,None
4425,MARTIGNETTI COMPANIES,3/22/2016,9309,3/11/2016,4/25/2016,32193,"$290,104",1537.55,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,3/25/2016,9234,3/7/2016,5/3/2016,399,"$3,526",15.87,None
